m1,m2,m3,repository,version,asc1,ac1,total
0.6594202898550725,0.007246376811594203,0.9927536231884058,Frontend,v1.7.2,0.547608695652174,0.547608695652174,0.547608695652174
0.6594202898550725,0.007246376811594203,0.9927536231884058,Frontend,v1.8.0,0.547608695652174,0.547608695652174,0.547608695652174
0.6527777777777778,0.013888888888888888,0.9930555555555556,Frontend,v1.9.0,0.5477083333333334,0.5477083333333334,0.5477083333333334
0.6527777777777778,0.013888888888888888,0.9930555555555556,Frontend,v1.9.1,0.5477083333333334,0.5477083333333334,0.5477083333333334
0.6,0.0,1.0,Demands,v0.1,0.528,0.528,0.528
0.6,0.0,1.0,Demands,v0.2,0.528,0.528,0.528
0.6,0.0,1.0,Demands,v0.3,0.528,0.528,0.528
0.6,0.0,1.0,Demands,v0.4,0.528,0.528,0.528
0.6,0.0,1.0,Demands,v0.4.0,0.528,0.528,0.528
0.6,0.0,1.0,Demands,v0.5.0,0.528,0.528,0.528
0.6,0.0,1.0,Demands,v0.5.1,0.528,0.528,0.528
0.7,0.0,1.0,Demands,v0.5.2,0.5609999999999999,0.5609999999999999,0.5609999999999999
0.7,0.0,1.0,Demands,v0.6.0,0.5609999999999999,0.5609999999999999,0.5609999999999999
0.7,0.0,1.0,Demands,v0.7.0,0.5609999999999999,0.5609999999999999,0.5609999999999999
0.7,0.0,1.0,Demands,v0.8.0,0.5609999999999999,0.5609999999999999,0.5609999999999999
0.7,0.0,1.0,Demands,v0.9.0,0.5609999999999999,0.5609999999999999,0.5609999999999999
0.7,0.0,1.0,Demands,v1.0.0,0.5609999999999999,0.5609999999999999,0.5609999999999999
0.7,0.0,1.0,Demands,v1.1.0,0.5609999999999999,0.5609999999999999,0.5609999999999999
0.7058823529411765,0.0,1.0,Demands,v1.2.0,0.5629411764705883,0.5629411764705883,0.5629411764705883
0.6842105263157895,0.0,0.9473684210526315,Demands,v1.3.0,0.5384210526315789,0.5384210526315789,0.5384210526315789
0.6842105263157895,0.0,0.9473684210526315,Demands,v1.4.0,0.5384210526315789,0.5384210526315789,0.5384210526315789
0.6842105263157895,0.0,0.9473684210526315,Demands,v1.4.1,0.5384210526315789,0.5384210526315789,0.5384210526315789
0.75,0.0,1.0,Clients,V1.0.0,0.5775,0.5775,0.5775
0.75,0.0,1.0,Clients,V1.0.1,0.5775,0.5775,0.5775
0.7142857142857143,0.0,0.9285714285714286,Clients,V1.1.0,0.5421428571428571,0.5421428571428571,0.5421428571428571
0.7142857142857143,0.0,0.9285714285714286,Clients,V1.1.1,0.5421428571428571,0.5421428571428571,0.5421428571428571
0.6,0.0,1.0,Clients,v0.1,0.528,0.528,0.528
0.6,0.0,1.0,Clients,v0.2,0.528,0.528,0.528
0.75,0.0,1.0,Clients,v0.3,0.5775,0.5775,0.5775
0.75,0.0,1.0,Clients,v0.3.0,0.5775,0.5775,0.5775
0.6,0.0,1.0,Clients,v0.3.1,0.528,0.528,0.528
0.7142857142857143,0.0,0.9285714285714286,Clients,v0.3.2,0.5421428571428571,0.5421428571428571,0.5421428571428571
